Size_SQFT,Bedrooms,Bathrooms,Age_Years,Distance_Subway_Miles,School_Rating,House_Price_K
2080,1,1.0,49,1.84,6,293.49
1773,4,3.3,51,2.55,8,321.25
1672,2,2.3,45,2.97,7,270.13
2163,2,1.3,54,1.13,6,308.37
1947,2,1.8,8,0.97,4,336.93
3002,3,2.6,27,2.83,3,466.18
509,4,2.9,34,1.24,4,165.9
2754,1,1.3,2,1.3,3,410.44
2847,3,2.1,10,0.85,8,479.12
855,2,1.7,19,0.7,6,205.38
1894,1,1.0,22,0.98,6,301.93
1877,4,3.3,53,0.68,1,333.4
1255,5,4.0,29,0.63,5,293.41
1633,2,2.1,36,7.59,8,227.42
1433,2,2.4,35,0.61,2,251.7
3151,2,2.0,43,0.44,3,426.99
2661,2,1.8,55,0.66,9,416.2
2862,1,1.0,11,1.34,4,415.38
2533,4,1.9,35,3.63,10,398.34
1422,3,2.9,34,2.33,5,267.01
1785,1,1.7,54,2.77,7,235.05
2393,4,3.2,33,2.94,5,382.3
1366,3,1.7,3,3.8,2,238.58
2527,2,2.2,23,0.4,7,391.83
1955,4,3.6,35,0.92,6,354.39
1875,2,1.0,57,0.73,9,290.63
2526,4,3.1,27,0.72,2,425.12
2366,5,3.9,38,1.58,2,415.19
1883,2,1.0,1,0.77,8,332.57
2795,2,1.0,42,1.44,10,410.39
1451,2,2.0,4,0.72,1,269.36
2469,1,1.0,27,0.56,8,384.71
2455,3,1.8,12,0.65,5,404.76
1914,2,1.2,35,2.44,1,296.83
2295,2,1.0,8,1.38,10,395.31
1349,1,1.0,38,5.47,1,143.28
2654,1,1.1,29,2.68,6,363.36
1989,5,4.0,56,1.0,10,412.05
1786,4,2.7,26,0.42,2,343.74
2729,2,1.3,12,1.68,2,374.69
1677,4,3.3,41,1.95,1,282.7
1254,1,1.2,38,0.94,1,184.26
1166,1,1.0,49,0.39,4,190.84
2463,5,4.0,27,1.22,5,458.77
1331,3,3.2,17,0.44,4,271.89
3152,1,1.0,33,4.22,6,405.11
850,2,2.3,20,1.49,8,236.75
3117,5,4.0,0,0.52,2,543.37
2226,3,1.7,44,0.36,1,334.2
2041,5,4.0,22,1.89,2,359.72
1773,1,1.1,33,1.85,10,282.92
2339,3,1.7,35,1.36,6,362.19
2077,4,3.0,8,1.43,4,379.82
2761,3,2.3,7,1.39,7,470.3
2168,2,1.0,57,0.67,2,307.14
2190,4,2.8,49,4.16,1,309.54
1881,4,3.7,29,0.98,5,336.01
2065,2,2.3,47,0.1,9,369.58
2284,4,2.4,35,0.64,6,397.17
1073,1,1.0,35,0.21,6,204.98
1291,3,2.9,17,0.68,1,248.53
2545,3,3.2,1,1.41,1,413.71
2202,2,1.9,52,0.1,4,331.8
1989,1,1.0,10,3.06,2,258.99
2111,4,2.5,51,1.41,3,331.94
2308,3,2.6,55,0.53,6,377.5
1776,3,2.8,35,0.56,10,355.91
1633,3,1.9,30,0.94,1,269.42
2217,3,2.4,30,0.43,10,387.93
1512,5,3.5,23,0.1,2,326.61
2344,2,1.9,45,0.1,4,374.89
1078,4,2.0,20,0.66,6,251.36
2717,4,3.2,31,0.2,3,456.1
2383,2,1.3,48,0.1,9,374.52
2253,1,1.7,29,2.94,10,360.87
2689,2,1.7,56,0.48,4,381.59
3099,3,2.6,7,1.05,7,519.65
2708,3,1.8,32,0.3,5,449.1
995,2,1.4,59,0.1,6,218.18
1332,2,1.7,50,2.05,9,216.98
1725,4,2.8,50,0.2,9,326.64
2115,4,2.9,52,0.1,6,397.56
2410,5,3.9,38,1.33,2,431.97
1664,5,2.9,0,0.1,9,388.29
2212,3,2.0,32,0.86,2,305.97
1646,5,4.0,41,0.51,2,334.89
1733,5,3.6,12,0.58,2,339.68
1256,1,1.9,21,0.1,7,239.3
1546,2,1.5,4,5.0,4,240.03
1288,4,2.1,11,1.09,8,308.52
1514,5,4.0,59,1.27,8,347.96
2732,4,2.5,28,1.65,1,420.13
1530,5,3.9,2,2.4,1,307.65
3679,5,3.5,50,1.4,4,578.44
2395,3,2.0,35,2.15,2,364.32
2210,1,1.3,46,0.89,3,305.34
1584,2,1.0,44,0.7,10,287.12
2520,2,1.3,10,2.6,2,360.57
1754,3,2.0,25,3.01,10,329.85
2173,3,2.9,1,0.22,9,451.63
3636,2,1.3,28,1.17,6,511.96
2042,2,1.0,40,1.73,7,323.68
2789,1,1.0,28,0.13,6,392.83
1678,5,3.3,43,3.98,1,266.12
2079,1,1.0,35,1.1,5,316.7
3162,2,1.8,57,1.56,3,427.18
1723,5,2.3,18,0.29,10,370.29
3187,2,1.0,9,0.46,8,499.9
2524,1,1.0,10,0.19,7,415.82
1762,1,1.5,6,0.46,9,304.48
2479,1,1.0,12,1.02,1,381.93
2683,5,3.7,40,2.69,2,438.34
2473,4,2.9,43,1.14,2,406.53
1157,4,3.1,1,0.42,1,279.08
1663,2,1.6,29,0.1,8,337.45
1951,5,3.8,21,1.46,4,397.3
2055,3,3.2,52,0.82,7,351.72
2472,4,2.8,0,6.24,10,421.21
2206,5,3.8,26,2.27,1,373.76
1298,5,3.8,6,2.48,8,320.11
2328,4,3.5,0,0.1,8,485.17
2466,5,3.4,57,2.26,10,438.1
2435,5,3.6,24,0.32,3,455.13
2748,4,2.2,47,1.32,9,470.9
2600,1,1.2,3,0.89,5,409.19
2375,2,1.0,29,1.27,5,349.43
2057,3,2.5,7,0.21,5,408.69
1103,2,2.3,48,0.92,1,198.76
2357,1,1.7,20,0.1,10,406.53
2224,1,1.0,50,0.1,2,311.59
2262,5,3.6,3,1.61,1,432.52
1333,2,1.5,59,4.55,2,192.05
1451,1,1.2,3,2.25,9,261.09
2731,2,1.4,7,0.95,9,465.81
2076,1,1.0,41,0.1,5,315.67
2508,3,2.8,25,0.1,4,392.9
2116,1,1.0,28,0.26,2,292.48
2117,2,1.4,15,5.58,6,305.51
2662,5,3.3,18,0.76,9,514.16
1790,2,2.0,0,2.78,8,330.61
2157,4,3.1,36,1.83,10,410.67
1822,2,1.5,33,1.39,4,329.42
1839,3,1.3,28,4.43,6,291.08
1914,3,2.7,26,0.39,9,367.25
2233,3,1.7,47,0.91,10,379.57
1812,1,1.0,44,3.0,10,295.85
2853,3,1.9,29,1.2,4,419.73
1563,2,1.0,5,0.42,9,332.06
1987,5,4.0,35,0.35,8,411.57
1836,3,2.3,56,2.1,3,270.9
2968,2,1.5,38,0.1,9,442.83
2217,1,1.7,1,3.68,5,350.36
2719,1,1.7,54,0.1,1,356.03
1208,5,3.6,41,1.5,8,296.23
2260,5,3.1,13,1.39,5,410.5
2633,2,2.2,7,1.3,5,451.39
2149,5,3.1,2,0.96,2,412.22
2739,5,4.0,34,2.87,9,456.88
1789,1,1.0,26,1.62,6,273.14
2945,2,1.5,33,2.28,10,465.56
3479,5,4.0,27,0.18,3,559.06
1882,2,1.1,30,0.1,7,321.25
1832,3,1.9,16,0.1,2,347.73
2972,1,1.1,18,0.24,7,455.51
3047,1,1.6,41,1.65,2,385.84
1786,1,2.0,43,1.02,5,281.04
1847,4,2.3,58,2.09,10,330.94
1930,2,1.3,54,0.32,10,328.47
1293,3,1.7,10,0.69,9,310.17
1548,5,4.0,8,3.29,9,353.58
1497,3,2.3,29,4.12,6,253.71
1639,2,1.9,56,3.82,3,217.93
2079,1,1.0,44,2.56,4,294.76
2240,4,3.3,5,1.75,4,396.08
3030,2,1.4,13,3.67,9,415.62
1500,2,1.6,30,1.88,4,246.2
2690,5,3.5,53,4.62,4,410.75
1971,3,2.9,10,0.1,5,370.15
2070,3,1.6,4,3.82,6,332.52
2504,5,3.7,30,1.22,8,458.52
1426,4,3.9,1,0.18,1,321.86
2329,1,1.4,38,0.36,5,329.3
2199,1,1.0,16,2.87,9,346.7
2395,4,2.6,37,1.06,10,391.22
2273,5,4.0,45,6.1,4,356.77
3573,2,1.8,35,0.19,8,541.23
1717,3,2.8,2,0.8,9,370.36
1781,2,1.0,42,0.6,1,238.98
1726,3,2.9,28,1.09,8,340.06
1766,2,1.0,32,1.51,8,290.2
1717,5,4.0,13,1.63,5,390.24
2813,5,2.9,37,0.1,10,516.24
2952,4,2.4,28,0.14,2,456.55
1757,2,2.4,22,0.1,7,305.75
1600,2,2.4,58,3.0,5,229.46
2382,4,3.1,16,0.56,5,444.55
1768,4,2.8,58,0.69,6,342.89
2479,5,3.7,48,0.9,10,463.12
2221,5,4.0,54,2.84,8,395.55
1190,2,1.8,10,0.1,1,231.69
3028,5,3.6,27,0.19,3,515.23
3177,5,2.8,53,1.73,7,524.34
1732,2,1.2,6,4.98,9,275.1
1867,4,2.2,44,1.54,10,362.24
2271,2,1.9,39,0.45,2,337.01
2300,1,1.0,7,1.1,4,367.47
2495,2,1.4,40,5.53,4,323.71
3306,1,1.0,28,1.13,7,485.4
1993,2,2.5,24,0.7,5,369.87
1621,1,1.3,6,0.73,5,245.29
1272,1,1.0,56,5.12,7,167.77
1661,2,1.2,21,1.9,2,268.77
2080,5,4.0,8,1.74,8,434.01
3176,3,2.3,10,0.4,6,520.06
1789,5,3.4,33,1.23,5,361.17
2234,1,1.0,26,0.66,1,324.42
2090,2,1.8,49,0.41,2,328.26
2813,2,2.0,21,3.39,6,422.5
3616,2,1.8,2,0.72,6,551.27
1781,2,1.8,49,0.5,9,308.78
1806,3,2.1,47,4.03,6,277.15
2726,4,2.7,39,0.33,1,427.83
2509,1,1.0,54,2.05,7,369.97
3208,3,2.2,7,1.59,3,473.26
2450,5,3.2,5,3.8,8,452.72
1884,4,3.0,56,2.68,6,330.38
2454,4,3.3,24,1.83,3,403.38
2765,2,1.3,1,0.57,3,436.67
2592,3,3.0,15,1.03,8,470.7
2404,5,3.1,57,4.34,6,371.93
2740,2,1.1,52,0.1,2,406.68
2801,2,1.2,40,2.37,3,399.5
2929,1,1.2,50,0.44,6,402.65
2489,4,3.1,20,0.31,7,438.4
1999,5,3.3,14,0.4,4,404.49
2188,4,2.1,55,0.1,8,369.76
2823,3,1.7,33,7.24,3,309.03
1609,1,1.0,46,3.06,6,217.33
2321,2,1.9,53,1.1,7,389.51
1863,1,1.0,42,1.88,8,275.77
2117,2,1.8,19,1.22,4,347.92
2867,1,1.0,43,2.5,5,390.11
2214,2,2.1,30,2.79,6,338.61
2127,4,2.6,14,0.4,1,375.37
1284,4,3.2,47,0.92,9,310.84
2547,4,3.1,27,1.51,3,422.6
2487,4,3.1,5,5.76,2,375.04
3397,1,1.0,2,1.72,7,507.45
1915,2,1.9,37,3.42,4,262.77
2231,4,3.4,22,2.81,4,361.54
2249,1,1.0,57,1.31,10,309.28
3046,2,1.3,2,3.36,9,470.16
2042,1,1.0,52,0.71,7,302.55
2267,4,3.0,44,0.72,9,425.7
2464,3,2.4,43,2.28,1,358.8
2211,1,1.0,7,0.22,3,326.67
1832,4,2.4,1,0.55,10,391.15
2216,5,3.6,6,1.41,10,468.74
2744,2,1.2,16,0.82,6,424.76
1484,4,3.0,6,4.24,1,285.23
2179,5,4.0,32,4.77,5,361.89
1679,1,1.0,35,1.05,4,266.81
2817,1,1.4,46,1.16,4,359.56
1186,5,3.4,3,1.93,7,307.32
1764,5,3.8,43,0.92,5,348.55
2326,2,2.1,15,0.32,7,378.4
3039,1,1.0,20,2.06,1,420.66
2060,5,3.6,17,2.01,9,405.97
1766,3,2.6,45,0.42,8,320.82
3228,3,2.2,45,2.68,7,490.76
1231,5,3.5,27,1.43,10,321.45
780,2,1.2,42,0.4,2,168.93
2364,1,1.0,59,1.58,6,296.94
1798,3,1.5,15,0.4,4,317.08
1487,5,3.8,46,0.46,3,345.42
2525,5,4.0,21,2.83,8,470.1
2246,4,2.8,5,3.98,4,359.72
1761,5,3.0,29,0.45,3,356.22
1331,2,1.2,55,3.95,5,170.51
2623,3,2.2,44,0.41,9,457.61
2490,4,2.5,57,0.19,10,401.92
2040,3,2.3,27,0.1,3,359.19
3207,3,2.3,16,0.42,9,534.07
1457,2,2.1,35,0.73,4,242.51
1184,5,3.7,11,3.94,10,294.02
1684,2,1.6,49,0.42,4,279.62
2072,5,3.5,58,0.68,2,337.46
2246,4,2.8,39,1.99,8,373.28
1955,2,1.9,11,0.54,4,336.03
2311,2,1.4,35,1.73,3,325.09
1349,1,1.2,39,0.85,3,205.56
2966,2,1.5,28,0.33,1,429.31
2050,1,1.0,1,1.99,8,322.79
2770,5,3.4,28,0.1,5,492.45
2305,5,4.0,29,0.52,5,441.72
2374,5,3.7,35,0.66,4,442.64
2441,1,1.0,43,0.92,5,328.9
2368,5,3.2,24,1.71,5,417.11
2485,3,1.9,20,0.92,9,439.03
2897,2,1.1,21,1.35,6,413.43
2217,1,1.0,9,1.36,9,364.24
2525,5,4.0,30,0.7,8,476.06
2046,3,2.6,46,4.08,3,257.02
2964,2,1.4,59,4.68,2,348.91
1694,2,1.2,8,1.31,6,308.17
3180,5,3.7,40,0.11,2,517.15
2075,3,3.1,38,1.01,3,340.43
1241,1,1.0,58,0.31,3,191.26
2176,5,3.0,33,0.99,1,397.77
1691,2,1.8,38,0.31,5,299.87
2604,2,2.0,40,1.83,8,387.28
1708,2,2.2,49,0.13,9,289.42
1832,5,3.6,22,4.6,7,350.91
966,4,2.8,11,0.33,5,248.57
1828,4,4.0,6,1.62,8,377.26
645,4,3.3,31,3.73,9,198.9
1149,3,2.2,18,0.43,9,297.63
2556,5,4.0,21,4.08,9,470.23
2571,2,1.3,55,0.74,2,359.63
2355,3,2.4,15,4.85,3,338.81
1519,4,3.1,57,5.33,2,205.81
2071,1,1.2,7,0.31,5,370.59
2097,3,1.8,29,2.67,3,320.18
1404,3,2.4,50,0.32,9,298.9
3002,5,3.2,5,0.39,2,521.57
2626,3,3.2,1,0.13,5,457.35
1967,5,3.5,33,0.26,5,383.56
2116,1,1.0,28,1.5,5,292.78
2225,2,2.9,39,0.89,1,355.9
874,2,1.2,58,2.35,10,170.61
1951,4,3.0,41,0.61,7,390.58
1690,4,2.2,52,5.19,2,234.25
1499,1,1.0,52,0.1,2,217.61
1931,2,2.3,42,0.1,9,327.96
3178,4,3.4,51,1.81,1,463.21
2484,3,1.4,58,3.28,9,347.81
1757,5,3.4,57,2.38,6,331.75
2443,4,3.5,19,1.01,5,437.53
2939,1,1.1,55,0.47,5,426.22
2654,2,1.3,2,0.1,5,411.91
2135,1,1.0,58,1.07,6,320.31
1711,5,3.2,47,0.97,7,333.52
2518,5,3.1,34,0.63,9,473.64
2336,1,1.0,7,1.29,2,327.02
2637,4,3.5,50,1.96,4,421.01
2481,4,2.9,11,1.81,5,393.55
2729,2,1.5,49,0.46,6,397.81
1778,2,1.0,44,1.32,7,289.01
2890,3,2.2,42,0.24,3,468.68
2218,3,2.5,31,0.19,3,342.17
3345,2,1.0,28,2.31,9,486.24
1686,3,2.3,44,1.78,9,301.1
3141,1,1.0,20,2.19,2,390.96
2218,4,2.8,58,0.25,4,358.0
1709,3,2.9,2,3.69,4,296.14
1809,3,2.8,37,0.21,5,340.0
1907,1,2.4,26,3.06,2,271.72
2354,5,3.1,54,0.65,4,387.83
2413,2,1.7,2,0.17,3,370.53
1755,1,1.5,56,0.51,6,276.08
2085,5,3.4,57,0.3,4,377.11
3385,1,1.6,0,1.01,1,504.27
3136,4,3.2,45,4.49,3,438.26
2361,1,1.0,54,0.6,8,365.21
2122,1,1.0,19,1.42,3,320.65
2172,4,2.7,6,3.33,7,400.15
2468,2,1.5,56,1.49,2,344.96
1486,5,4.0,40,0.67,5,335.08
1945,3,2.2,0,7.04,7,266.62
1098,2,2.1,9,0.31,1,223.37
2339,1,1.0,44,1.11,1,302.26
2488,3,2.3,11,2.39,8,438.18
1810,4,2.9,3,0.1,2,347.59
3044,2,2.0,6,1.82,4,454.53
1364,5,3.8,9,0.46,3,340.98
1221,2,1.1,21,0.28,5,246.93
2234,2,1.7,24,0.48,2,352.7
2728,3,2.0,28,5.11,6,405.33
3110,4,2.7,38,3.34,8,483.69
1824,4,3.6,14,0.36,5,366.26
2747,2,1.4,18,0.19,7,422.58
2076,4,4.0,38,0.68,5,392.98
1996,3,2.6,57,1.35,6,317.27
2630,3,1.9,45,3.03,9,398.67
2491,5,3.3,52,5.08,10,420.63
1154,4,2.4,45,2.09,1,213.14
2985,5,4.0,17,1.37,10,536.6
2928,1,1.0,41,0.23,9,431.61
1724,3,1.1,2,0.12,3,321.19
2337,2,1.0,5,1.36,10,385.31
2396,3,1.7,21,1.16,3,408.99
2256,1,1.0,54,2.81,4,280.64
1769,2,1.5,53,0.58,8,309.73
1697,4,3.5,40,0.1,1,305.17
2084,4,2.5,45,0.83,4,367.48
2803,3,2.1,52,5.22,7,385.74
2426,2,2.4,30,2.38,3,357.94
1877,2,1.3,20,0.1,7,338.74
2563,5,3.9,55,3.12,5,421.42
500,1,1.0,7,0.96,10,164.51
2789,4,2.9,0,0.68,9,507.89
1056,3,2.5,2,0.64,8,286.14
1882,2,1.8,28,1.36,3,283.1
1428,4,3.1,53,1.13,4,256.93
1323,3,2.1,5,1.6,7,289.23
2796,4,3.1,32,1.28,2,415.49
1819,3,1.9,17,0.23,10,340.69
2307,4,2.9,41,0.45,6,434.87
2071,5,3.9,54,2.76,9,404.56
2386,1,1.2,48,1.63,9,341.79
2146,4,2.5,57,0.89,6,381.21
1330,1,1.0,52,0.3,6,234.9
2697,4,2.5,0,0.1,6,494.6
1803,2,1.3,21,0.56,10,334.74
1166,5,4.0,30,0.1,6,319.12
1843,5,3.5,22,0.99,3,378.7
3000,1,1.0,7,2.59,4,428.04
2610,2,1.0,28,0.5,6,381.53
1890,3,2.0,43,2.82,10,354.11
1890,5,3.0,50,1.83,1,360.96
1907,2,1.6,45,0.2,1,262.8
3346,2,1.7,18,1.55,7,508.17
2329,1,1.0,58,0.25,1,340.82
2358,2,1.7,48,1.6,5,362.45
2718,2,1.7,59,0.23,10,438.4
2243,3,1.5,15,0.75,8,376.64
1944,1,1.0,18,1.25,6,320.77
1982,1,1.0,36,0.1,3,301.45
2057,2,1.3,21,0.25,2,341.75
2077,3,1.8,18,0.58,2,335.43
2536,4,3.0,3,0.93,4,434.75
2131,5,4.0,4,2.93,9,425.21
2539,1,1.1,4,0.31,9,413.13
2051,3,3.0,24,0.64,1,346.94
2147,3,2.7,23,0.97,5,367.44
901,2,1.4,0,0.53,9,237.8
2649,5,3.7,49,1.47,4,433.09
2307,1,1.2,27,0.44,7,361.29
2698,4,3.1,46,2.22,6,410.06
500,2,1.4,20,1.06,4,153.05
3353,1,1.5,59,0.14,10,487.45
2016,1,1.0,18,1.48,7,300.87
2764,3,1.5,22,1.26,7,463.92
1476,5,3.7,13,0.62,2,318.88
2467,4,3.0,58,0.1,7,441.35
1467,5,3.5,5,0.34,9,378.06
1725,3,2.1,31,0.78,6,333.93
3248,4,2.8,49,0.33,6,517.24
1985,4,2.1,31,1.29,6,367.47
2230,2,1.0,7,1.87,2,354.47
2622,4,2.7,36,2.91,6,446.57
2397,1,1.0,21,1.56,6,373.27
2190,5,3.1,7,1.75,9,443.93
2318,5,3.2,37,1.41,2,378.57
3542,2,1.4,9,6.35,9,444.42
2065,4,3.5,2,0.45,5,408.85
2220,3,2.7,12,0.46,9,407.59
2730,1,1.2,38,0.2,10,411.65
2763,2,1.0,29,1.0,10,435.19
2812,4,2.9,3,0.15,2,492.19
2483,3,2.9,44,0.47,5,396.81
1414,4,2.1,5,0.99,2,308.27
3080,2,1.3,15,4.74,5,419.22
1412,3,2.4,21,4.98,7,247.48
2281,3,1.4,26,2.04,7,400.61
1647,3,2.5,20,0.74,7,330.49
2061,3,3.0,28,3.01,5,338.1
2297,4,3.6,0,3.12,7,427.03
2292,3,2.2,29,3.62,6,382.51
2353,4,3.4,23,1.53,7,423.89
3068,3,1.4,12,0.34,5,495.13
2372,3,2.4,29,0.14,2,387.11
1953,2,1.3,25,3.69,9,306.55
2678,4,2.9,33,0.1,2,435.46
2813,4,3.1,19,0.53,3,463.73
1363,5,3.9,59,1.0,9,338.84
2458,2,1.0,50,0.1,2,345.51
2520,4,2.5,5,3.56,8,407.64
1921,2,1.4,42,0.51,3,301.76
2925,2,1.0,48,0.1,6,446.72
2009,2,1.6,8,7.57,9,303.54
2175,1,1.2,36,0.56,10,334.61
1996,4,3.7,36,3.14,10,386.74
2109,2,1.5,15,0.91,3,371.13
1442,1,1.7,3,1.63,9,267.82
1235,1,1.0,31,0.41,7,225.94
3056,3,1.6,19,1.05,5,456.55
1591,3,2.2,28,0.45,8,348.06
1505,4,2.9,30,4.53,6,248.92
807,3,2.5,44,0.1,7,209.56
1716,4,3.1,16,0.48,3,355.18
1306,1,1.0,40,3.35,10,199.23
3085,1,1.2,24,0.98,6,431.42
2705,4,2.8,44,1.37,3,425.23
1687,3,2.5,15,1.58,7,362.32
3451,3,2.4,19,0.11,10,562.81
2689,4,3.1,41,0.1,6,456.58
1905,5,3.7,9,4.17,10,366.67
600,3,1.6,51,0.48,8,182.32
3474,2,1.4,59,0.72,8,508.39
1266,3,2.2,47,1.72,6,231.63
1112,5,3.4,22,0.4,2,288.11
2713,1,1.0,51,1.98,10,377.07
3563,1,1.0,32,0.92,10,487.62
2930,1,1.0,42,2.91,6,394.97
2438,3,1.6,12,0.49,1,424.24
2456,1,1.0,24,0.34,6,358.58
2612,5,2.7,49,2.67,6,426.86
2555,5,3.9,36,0.59,6,484.38
2268,3,2.7,35,0.8,9,400.16
2162,2,1.5,23,2.37,4,306.29
2062,3,2.0,5,1.51,7,376.0
1647,1,1.0,14,0.87,3,288.38
1931,3,1.1,54,0.43,8,321.82
1084,5,3.7,33,2.17,2,253.18
2040,3,2.6,3,0.3,2,354.14
1506,3,1.8,13,3.95,5,259.5
1437,2,2.0,3,0.24,1,278.01
2207,5,3.4,27,2.45,1,379.82
2935,4,3.5,28,0.83,3,473.41
2650,4,2.6,17,0.31,6,473.46
1157,5,2.4,57,0.77,10,293.1
1506,4,3.3,19,0.38,6,345.07
2664,1,1.0,47,0.22,8,390.11
1510,4,2.2,40,0.41,7,302.03
1965,1,1.0,31,3.03,1,284.11
2430,5,3.3,7,0.17,1,449.05
1518,4,2.3,42,5.39,4,233.11
2163,4,3.7,45,0.1,1,352.23
1299,1,1.0,48,1.61,1,164.24
1739,1,1.0,12,2.91,10,279.52
2291,3,2.0,39,4.08,1,321.5
1144,2,2.6,45,0.23,3,214.16
2364,4,3.1,42,1.8,10,419.78
2088,2,1.2,8,0.17,2,322.64
2431,2,1.8,39,0.65,10,421.82
2234,4,2.8,45,1.97,8,375.36
2918,1,1.0,46,0.64,7,419.3
2175,3,1.9,57,0.56,10,364.69
1842,5,4.0,32,0.19,8,393.49
2173,4,3.1,55,0.1,4,364.66
2425,4,3.7,11,0.18,9,476.56
2129,5,3.9,36,3.12,5,363.51
2124,2,2.3,24,0.1,7,377.24
1678,3,2.6,45,1.77,4,283.43
1702,2,1.4,24,2.2,1,267.17
1258,5,3.7,53,1.26,8,306.44
3149,5,4.0,15,1.97,9,547.59
1353,3,2.9,50,1.58,9,277.92
1684,5,4.0,59,0.91,10,352.24
1668,5,3.2,15,0.72,8,396.33
2636,3,1.3,38,4.25,1,342.6
1923,4,2.6,34,5.36,3,287.22
2848,2,1.6,22,1.58,5,419.24
1695,4,2.7,7,0.33,7,354.96
2267,4,3.0,52,0.89,8,430.3
1598,2,1.3,52,1.03,1,243.2
3387,4,2.1,45,2.13,5,501.94
1387,3,2.5,51,1.65,3,233.71
2285,2,1.5,2,1.08,7,406.39
2480,1,1.4,59,1.71,6,330.72
2348,4,3.1,23,0.1,1,410.01
1988,5,4.0,42,2.25,2,386.12
2022,2,1.1,21,0.36,5,323.21
2126,1,1.0,13,1.6,5,333.62
2011,5,4.0,21,0.18,1,396.77
2678,1,1.0,33,0.18,4,395.73
3426,4,2.9,35,0.1,9,561.68
1765,5,3.9,30,3.62,9,344.59
1278,4,3.3,20,1.39,5,292.07
2047,5,4.0,58,0.67,7,384.31
3647,2,1.2,57,2.33,2,431.26
1617,3,1.7,4,1.48,1,277.86
3083,3,1.8,18,1.45,2,456.45
3106,1,1.0,41,1.0,4,406.81
1767,5,3.8,52,0.1,6,364.61
2441,4,3.3,20,0.45,3,418.22
3077,2,1.9,1,0.17,2,474.71
1872,2,1.0,52,1.63,7,321.07
1977,2,1.3,2,0.43,8,382.0
1750,3,2.4,46,0.9,9,335.42
1491,4,3.6,50,0.65,10,354.23
1710,2,1.5,52,0.23,8,294.78
1365,2,2.2,56,4.77,2,172.92
2120,1,1.0,29,4.06,3,256.65
1638,5,3.9,33,0.13,1,356.74
2240,5,3.7,24,2.63,1,414.37
1166,5,3.7,34,1.01,6,306.32
2298,1,1.0,28,2.23,3,338.03
2600,3,2.2,11,0.25,4,396.2
903,1,1.3,22,0.21,10,251.39
2324,2,1.9,27,3.32,8,354.91
2836,4,3.6,45,3.42,5,469.67
1374,2,1.0,16,0.94,6,286.79
3103,2,1.0,15,3.06,9,470.27
2351,4,3.2,48,1.65,2,370.81
1676,5,3.7,55,0.31,3,332.93
2066,1,1.0,8,0.6,5,305.75
2434,3,1.7,2,0.22,2,423.93
2145,2,1.0,21,2.23,8,305.58
2423,2,1.6,30,6.32,2,292.41
1547,3,1.9,13,1.19,4,318.23
2201,1,1.1,2,1.6,3,345.2
1251,2,1.2,37,2.06,4,184.99
2033,3,1.8,22,0.38,4,334.72
1557,2,1.0,20,0.61,6,274.59
1658,5,4.0,50,0.8,10,365.65
2841,5,4.0,23,1.35,10,534.5
2754,2,1.0,31,2.85,10,420.63
2465,2,1.0,44,0.44,9,374.5
1444,5,3.5,4,0.95,3,342.98
1910,2,2.0,32,2.09,1,294.43
2827,1,1.0,43,0.14,8,425.62
2185,1,1.0,46,1.08,7,359.63
3491,4,3.5,56,0.23,2,537.28
2335,1,1.0,18,1.16,5,366.49
2215,2,1.2,33,2.19,10,383.28
1914,2,1.6,2,0.41,4,352.03
2180,3,2.1,38,2.84,9,349.86
2008,1,1.0,27,0.61,4,325.72
2524,5,4.0,10,0.32,5,475.15
2674,5,4.0,59,0.94,8,452.67
1628,4,3.4,9,3.13,3,296.17
1301,3,2.2,39,0.11,6,289.14
998,5,2.9,1,0.6,6,305.15
2404,4,3.0,45,1.59,7,424.43
1437,1,1.0,44,0.66,9,258.77
808,3,1.2,38,0.11,3,190.1
2333,3,2.1,26,0.61,5,397.69
3595,2,1.6,52,2.58,5,488.8
2096,1,1.5,8,5.16,5,279.15
2603,3,1.6,38,0.1,6,402.42
2149,4,3.3,0,1.26,1,383.45
2040,5,3.0,32,0.17,9,425.44
2651,1,1.4,37,1.71,3,352.32
1925,1,1.0,56,0.1,6,322.04
2260,3,2.1,32,0.1,4,387.07
2293,3,2.1,47,2.25,7,363.35
1699,3,2.6,2,0.12,8,352.81
2695,4,2.3,31,0.55,4,458.81
1995,2,1.4,12,4.76,10,298.54
1646,3,1.9,20,6.32,6,254.43
2421,2,2.6,3,0.26,10,434.53
1560,2,1.0,16,1.23,7,286.51
2116,1,1.0,41,1.23,10,338.78
2094,5,4.0,3,0.9,7,420.92
2751,5,4.0,19,3.88,9,453.37
2384,4,2.6,58,2.1,8,376.56
2084,4,3.0,11,2.17,3,383.56
2590,5,3.3,25,0.47,4,468.82
2934,5,2.8,44,0.85,9,498.6
2434,1,1.0,35,1.0,7,391.66
2106,1,1.0,15,0.53,7,363.63
1312,5,3.9,50,0.15,1,300.41
1460,3,1.8,6,0.2,2,280.22
1916,3,1.9,32,0.3,1,335.32
1734,1,1.0,47,0.34,4,266.53
1987,2,1.0,1,0.42,4,331.91
2133,5,4.0,32,0.44,5,413.61
2417,4,3.4,13,0.91,5,422.21
2057,3,2.0,19,1.07,1,328.2
2391,2,1.8,36,0.55,7,367.42
2138,3,1.6,26,3.57,6,348.38
914,2,1.3,46,1.21,8,190.4
